time,open,high,low,close,volume,date,hour,minute,Marker,Color
2025-03-04 14:55:00-04:00,5818.5,5823.0,5817.75,5821.5,4325,2025-03-04,14,55,,c
2025-03-04 14:56:00-04:00,5821.5,5827.25,5821.5,5825.5,6177,2025-03-04,14,56,,c
2025-03-04 14:57:00-04:00,5825.75,5827.25,5825.25,5826.25,3888,2025-03-04,14,57,,c
2025-03-04 14:58:00-04:00,5826.25,5830.25,5825.75,5827.25,5261,2025-03-04,14,58,,c
2025-03-04 14:59:00-04:00,5827.5,5827.5,5823.25,5824.5,5918,2025-03-04,14,59,,c
2025-03-04 15:00:00-04:00,5824.25,5826.5,5823.5,5826.25,3733,2025-03-04,15,0,,c
2025-03-04 15:01:00-04:00,5826.25,5830.0,5823.75,5828.75,4497,2025-03-04,15,1,,c
2025-03-04 15:02:00-04:00,5828.75,5839.25,5828.5,5834.25,13877,2025-03-04,15,2,,c
2025-03-04 15:03:00-04:00,5834.25,5840.0,5832.5,5838.5,7374,2025-03-04,15,3,,c
2025-03-04 15:04:00-04:00,5838.5,5839.0,5835.5,5837.0,4285,2025-03-04,15,4,,c
2025-03-04 15:05:00-04:00,5837.0,5840.0,5835.0,5837.75,5341,2025-03-04,15,5,,c
2025-03-04 15:06:00-04:00,5837.75,5841.75,5836.75,5841.25,5783,2025-03-04,15,6,,c
2025-03-04 15:07:00-04:00,5841.25,5845.75,5840.25,5845.0,5551,2025-03-04,15,7,,c
2025-03-04 15:08:00-04:00,5845.0,5847.0,5844.0,5845.75,5632,2025-03-04,15,8,,c
2025-03-04 15:09:00-04:00,5845.75,5846.0,5841.75,5842.75,5538,2025-03-04,15,9,,c
2025-03-04 15:10:00-04:00,5842.75,5844.0,5836.5,5838.0,5728,2025-03-04,15,10,,c
2025-03-04 15:11:00-04:00,5837.75,5838.0,5833.5,5837.75,5561,2025-03-04,15,11,,c
2025-03-04 15:12:00-04:00,5837.75,5839.5,5835.5,5838.0,3531,2025-03-04,15,12,,c
2025-03-04 15:13:00-04:00,5838.0,5840.25,5834.75,5835.5,3610,2025-03-04,15,13,,c
2025-03-04 15:14:00-04:00,5835.5,5837.75,5834.75,5837.5,2942,2025-03-04,15,14,,c
2025-03-04 15:15:00-04:00,5837.5,5838.25,5834.0,5835.5,3330,2025-03-04,15,15,,c
2025-03-04 15:16:00-04:00,5835.5,5840.0,5834.5,5839.5,2943,2025-03-04,15,16,,c
2025-03-04 15:17:00-04:00,5839.25,5840.75,5838.0,5838.5,3188,2025-03-04,15,17,,c
2025-03-04 15:18:00-04:00,5838.25,5842.0,5837.25,5838.25,3088,2025-03-04,15,18,,c
2025-03-04 15:19:00-04:00,5838.0,5840.25,5837.75,5839.25,2741,2025-03-04,15,19,,c
2025-03-04 15:20:00-04:00,5839.0,5841.75,5838.0,5841.75,2462,2025-03-04,15,20,,c
2025-03-04 15:21:00-04:00,5841.75,5844.0,5839.5,5843.5,3560,2025-03-04,15,21,,c
2025-03-04 15:22:00-04:00,5843.5,5845.0,5841.75,5844.75,2554,2025-03-04,15,22,,c
2025-03-04 15:23:00-04:00,5844.75,5851.0,5844.25,5850.5,5223,2025-03-04,15,23,,c
2025-03-04 15:24:00-04:00,5850.5,5850.5,5845.25,5848.25,4317,2025-03-04,15,24,,c
2025-03-04 15:25:00-04:00,5848.0,5851.0,5848.0,5850.5,3347,2025-03-04,15,25,,c
2025-03-04 15:26:00-04:00,5850.25,5850.25,5838.25,5838.75,5592,2025-03-04,15,26,,c
2025-03-04 15:27:00-04:00,5839.0,5842.25,5837.0,5837.5,5335,2025-03-04,15,27,,c
2025-03-04 15:28:00-04:00,5837.25,5842.25,5835.5,5841.75,4876,2025-03-04,15,28,,c
2025-03-04 15:29:00-04:00,5841.75,5841.75,5834.75,5836.0,4679,2025-03-04,15,29,,c
2025-03-04 15:30:00-04:00,5836.0,5839.0,5833.5,5838.0,5112,2025-03-04,15,30,,c
2025-03-04 15:31:00-04:00,5838.0,5838.25,5830.5,5831.25,5579,2025-03-04,15,31,,c
2025-03-04 15:32:00-04:00,5831.25,5837.5,5830.5,5836.5,5771,2025-03-04,15,32,,c
2025-03-04 15:33:00-04:00,5836.5,5836.75,5830.0,5831.75,5363,2025-03-04,15,33,,c
2025-03-04 15:34:00-04:00,5831.5,5836.0,5830.75,5832.75,3933,2025-03-04,15,34,,c
2025-03-04 15:35:00-04:00,5832.75,5836.0,5832.25,5835.75,3355,2025-03-04,15,35,,c
2025-03-04 15:36:00-04:00,5835.75,5839.75,5833.5,5836.75,4471,2025-03-04,15,36,,c
2025-03-04 15:37:00-04:00,5837.0,5842.75,5837.0,5841.5,3444,2025-03-04,15,37,,c
2025-03-04 15:38:00-04:00,5841.5,5842.0,5838.75,5839.5,3095,2025-03-04,15,38,,c
2025-03-04 15:39:00-04:00,5839.5,5842.0,5839.25,5841.5,2678,2025-03-04,15,39,,c
2025-03-04 15:40:00-04:00,5841.5,5845.5,5839.5,5842.75,4284,2025-03-04,15,40,,c
2025-03-04 15:41:00-04:00,5843.0,5843.5,5837.25,5838.75,4119,2025-03-04,15,41,,c
2025-03-04 15:42:00-04:00,5838.75,5841.0,5837.5,5840.75,3156,2025-03-04,15,42,,c
2025-03-04 15:43:00-04:00,5840.75,5844.0,5838.0,5843.5,3464,2025-03-04,15,43,,c
2025-03-04 15:44:00-04:00,5843.5,5846.0,5842.75,5844.0,3266,2025-03-04,15,44,,c
2025-03-04 15:45:00-04:00,5844.0,5844.75,5842.25,5843.75,2986,2025-03-04,15,45,,c
2025-03-04 15:46:00-04:00,5843.75,5851.5,5843.5,5849.5,5305,2025-03-04,15,46,,c
2025-03-04 15:47:00-04:00,5849.5,5850.25,5841.5,5842.0,5090,2025-03-04,15,47,,c
2025-03-04 15:48:00-04:00,5842.25,5847.0,5842.0,5846.25,3397,2025-03-04,15,48,,c
2025-03-04 15:49:00-04:00,5846.5,5846.5,5840.75,5843.0,4371,2025-03-04,15,49,,c
2025-03-04 15:50:00-04:00,5843.0,5845.25,5842.0,5845.25,2634,2025-03-04,15,50,,c
2025-03-04 15:51:00-04:00,5845.25,5849.25,5844.25,5848.5,3202,2025-03-04,15,51,,c
2025-03-04 15:52:00-04:00,5848.5,5849.5,5847.25,5848.75,2270,2025-03-04,15,52,,c
2025-03-04 15:53:00-04:00,5849.0,5849.5,5845.25,5847.5,3443,2025-03-04,15,53,,c
2025-03-04 15:54:00-04:00,5847.75,5847.75,5843.5,5844.5,3473,2025-03-04,15,54,,c
2025-03-04 15:55:00-04:00,5844.5,5849.25,5843.75,5849.0,3109,2025-03-04,15,55,,c
2025-03-04 15:56:00-04:00,5848.75,5850.25,5847.0,5848.25,2487,2025-03-04,15,56,,c
2025-03-04 15:57:00-04:00,5848.5,5848.75,5846.25,5846.75,2160,2025-03-04,15,57,,c
2025-03-04 15:58:00-04:00,5846.75,5851.75,5845.5,5851.75,3363,2025-03-04,15,58,,c
2025-03-04 15:59:00-04:00,5851.75,5853.25,5850.25,5850.5,3497,2025-03-04,15,59,,c
2025-03-04 16:00:00-04:00,5850.25,5854.25,5849.5,5852.5,4686,2025-03-04,16,0,,c
2025-03-04 16:01:00-04:00,5852.75,5857.75,5851.75,5857.75,4003,2025-03-04,16,1,,c
2025-03-04 16:02:00-04:00,5857.75,5857.75,5853.0,5853.25,4686,2025-03-04,16,2,,c
2025-03-04 16:03:00-04:00,5853.0,5853.25,5846.0,5846.25,5447,2025-03-04,16,3,,c
2025-03-04 16:04:00-04:00,5846.0,5848.0,5843.5,5846.75,4536,2025-03-04,16,4,,c
2025-03-04 16:05:00-04:00,5846.75,5847.5,5844.25,5847.25,3252,2025-03-04,16,5,,c
2025-03-04 16:06:00-04:00,5847.25,5851.0,5843.5,5850.25,3309,2025-03-04,16,6,,c
2025-03-04 16:07:00-04:00,5850.25,5853.0,5848.5,5853.0,3035,2025-03-04,16,7,,c
2025-03-04 16:08:00-04:00,5852.75,5855.0,5851.0,5855.0,2911,2025-03-04,16,8,,c
2025-03-04 16:09:00-04:00,5854.75,5854.75,5851.0,5852.25,2669,2025-03-04,16,9,,c
2025-03-04 16:10:00-04:00,5852.0,5858.0,5850.5,5858.0,3074,2025-03-04,16,10,,c
2025-03-04 16:11:00-04:00,5857.75,5859.25,5852.5,5855.75,4907,2025-03-04,16,11,,c
2025-03-04 16:12:00-04:00,5855.75,5855.75,5852.0,5855.5,3054,2025-03-04,16,12,,c
2025-03-04 16:13:00-04:00,5855.25,5859.75,5854.75,5856.75,3324,2025-03-04,16,13,,c
2025-03-04 16:14:00-04:00,5856.75,5857.25,5853.75,5856.75,2950,2025-03-04,16,14,,c
2025-03-04 16:15:00-04:00,5856.5,5858.5,5854.5,5855.5,3571,2025-03-04,16,15,,c
2025-03-04 16:16:00-04:00,5855.75,5856.5,5851.25,5853.75,4063,2025-03-04,16,16,,c
2025-03-04 16:17:00-04:00,5853.75,5861.5,5853.75,5860.75,4278,2025-03-04,16,17,,c
2025-03-04 16:18:00-04:00,5861.0,5861.25,5858.0,5858.5,3362,2025-03-04,16,18,,c
2025-03-04 16:19:00-04:00,5858.5,5862.75,5857.75,5861.5,3500,2025-03-04,16,19,,c
2025-03-04 16:20:00-04:00,5861.75,5863.75,5860.75,5861.75,3848,2025-03-04,16,20,,c
2025-03-04 16:21:00-04:00,5861.5,5869.0,5861.5,5868.0,4819,2025-03-04,16,21,,c
2025-03-04 16:22:00-04:00,5867.75,5872.25,5867.25,5868.75,5913,2025-03-04,16,22,,c
2025-03-04 16:23:00-04:00,5869.0,5873.25,5867.75,5871.5,4748,2025-03-04,16,23,,c
2025-03-04 16:24:00-04:00,5871.25,5875.75,5871.25,5874.25,5469,2025-03-04,16,24,,c
2025-03-04 16:25:00-04:00,5874.25,5874.5,5869.0,5870.0,6328,2025-03-04,16,25,,c
2025-03-04 16:26:00-04:00,5869.75,5870.75,5866.75,5870.0,4718,2025-03-04,16,26,,c
2025-03-04 16:27:00-04:00,5870.0,5871.0,5868.0,5869.0,3736,2025-03-04,16,27,,c
2025-03-04 16:28:00-04:00,5868.75,5868.75,5863.0,5864.0,5746,2025-03-04,16,28,,c
2025-03-04 16:29:00-04:00,5863.75,5865.25,5859.75,5860.25,5961,2025-03-04,16,29,,c
2025-03-04 16:30:00-04:00,5860.25,5862.0,5849.5,5850.5,8171,2025-03-04,16,30,,c
2025-03-04 16:31:00-04:00,5850.5,5850.5,5840.25,5843.0,10928,2025-03-04,16,31,,c
2025-03-04 16:32:00-04:00,5843.0,5843.0,5834.5,5837.5,11373,2025-03-04,16,32,,c
2025-03-04 16:33:00-04:00,5837.5,5838.5,5827.0,5828.75,12033,2025-03-04,16,33,,c
2025-03-04 16:34:00-04:00,5828.75,5832.5,5825.0,5832.5,10862,2025-03-04,16,34,,c
2025-03-04 16:35:00-04:00,5832.5,5836.75,5826.0,5836.0,10644,2025-03-04,16,35,,c
2025-03-04 16:36:00-04:00,5836.25,5836.5,5830.0,5830.25,8352,2025-03-04,16,36,,c
2025-03-04 16:37:00-04:00,5830.25,5831.0,5826.25,5827.75,6491,2025-03-04,16,37,,c
2025-03-04 16:38:00-04:00,5828.0,5830.25,5822.75,5824.5,7652,2025-03-04,16,38,,c
2025-03-04 16:39:00-04:00,5824.75,5827.5,5821.25,5822.0,7660,2025-03-04,16,39,,c
2025-03-04 16:40:00-04:00,5822.0,5824.25,5813.5,5814.25,10594,2025-03-04,16,40,,c
2025-03-04 16:41:00-04:00,5814.5,5819.25,5811.75,5813.0,8603,2025-03-04,16,41,,c
2025-03-04 16:42:00-04:00,5813.25,5818.25,5810.25,5816.75,9094,2025-03-04,16,42,,c
2025-03-04 16:43:00-04:00,5816.75,5825.75,5816.5,5821.75,9770,2025-03-04,16,43,,c
2025-03-04 16:44:00-04:00,5821.75,5825.75,5818.25,5821.75,7614,2025-03-04,16,44,,c
2025-03-04 16:45:00-04:00,5821.75,5828.25,5819.0,5819.5,9676,2025-03-04,16,45,,c
2025-03-04 16:46:00-04:00,5819.5,5821.0,5814.5,5816.5,6917,2025-03-04,16,46,,c
2025-03-04 16:47:00-04:00,5816.5,5816.5,5811.5,5811.75,6428,2025-03-04,16,47,,c
2025-03-04 16:48:00-04:00,5811.75,5812.5,5806.5,5810.75,10070,2025-03-04,16,48,,c
2025-03-04 16:49:00-04:00,5810.75,5811.75,5803.0,5805.25,8345,2025-03-04,16,49,,c
2025-03-04 16:50:00-04:00,5805.0,5805.0,5781.75,5785.0,19790,2025-03-04,16,50,,c
2025-03-04 16:51:00-04:00,5785.0,5788.25,5777.25,5777.5,14999,2025-03-04,16,51,,c
2025-03-04 16:52:00-04:00,5777.5,5779.75,5768.25,5770.0,18439,2025-03-04,16,52,,c
2025-03-04 16:53:00-04:00,5770.25,5782.5,5770.25,5781.75,19405,2025-03-04,16,53,,c
2025-03-04 16:54:00-04:00,5781.75,5789.75,5780.25,5788.5,16253,2025-03-04,16,54,,c
2025-03-04 16:55:00-04:00,5788.5,5794.0,5788.5,5791.5,14141,2025-03-04,16,55,,c
2025-03-04 16:56:00-04:00,5791.75,5792.75,5786.25,5789.75,9509,2025-03-04,16,56,,c
2025-03-04 16:57:00-04:00,5789.75,5793.5,5788.5,5792.5,9650,2025-03-04,16,57,,c
2025-03-04 16:58:00-04:00,5792.5,5793.0,5784.75,5787.5,13902,2025-03-04,16,58,,c
2025-03-04 16:59:00-04:00,5787.5,5792.0,5783.75,5790.75,64839,2025-03-04,16,59,,c
2025-03-04 17:00:00-04:00,5791.0,5811.25,5790.5,5797.0,37509,2025-03-04,17,0,,c
2025-03-04 17:01:00-04:00,5796.75,5798.0,5793.5,5795.75,5604,2025-03-04,17,1,,c
2025-03-04 17:02:00-04:00,5795.5,5795.75,5790.75,5793.25,4030,2025-03-04,17,2,,c
2025-03-04 17:03:00-04:00,5793.25,5797.25,5792.75,5796.25,2742,2025-03-04,17,3,,c
2025-03-04 17:04:00-04:00,5796.0,5800.5,5795.75,5800.0,2744,2025-03-04,17,4,,c
2025-03-04 17:05:00-04:00,5799.75,5800.5,5797.25,5799.0,2530,2025-03-04,17,5,,c
2025-03-04 17:06:00-04:00,5798.75,5802.75,5798.75,5801.5,2630,2025-03-04,17,6,,c
2025-03-04 17:07:00-04:00,5801.5,5804.25,5801.25,5803.75,1950,2025-03-04,17,7,,c
2025-03-04 17:08:00-04:00,5803.5,5806.25,5803.25,5804.25,2429,2025-03-04,17,8,,c
2025-03-04 17:09:00-04:00,5804.5,5809.0,5801.25,5805.5,5800,2025-03-04,17,9,,c
2025-03-04 17:10:00-04:00,5805.75,5806.25,5801.5,5803.25,3932,2025-03-04,17,10,,c
2025-03-04 17:11:00-04:00,5803.0,5812.25,5802.75,5811.0,5771,2025-03-04,17,11,,c
2025-03-04 17:12:00-04:00,5810.75,5816.25,5809.25,5812.0,5908,2025-03-04,17,12,,c
2025-03-04 17:13:00-04:00,5812.25,5819.0,5811.5,5816.0,4700,2025-03-04,17,13,,c
2025-03-04 17:14:00-04:00,5816.0,5817.75,5810.75,5810.75,3099,2025-03-04,17,14,,c
2025-03-04 17:15:00-04:00,5810.75,5810.75,5806.25,5809.0,2323,2025-03-04,17,15,,c
2025-03-04 17:16:00-04:00,5808.75,5812.0,5808.5,5811.5,1462,2025-03-04,17,16,,c
2025-03-04 17:17:00-04:00,5811.5,5813.25,5810.0,5812.25,1580,2025-03-04,17,17,,c
2025-03-04 17:18:00-04:00,5812.25,5823.25,5809.25,5820.75,4400,2025-03-04,17,18,,c
2025-03-04 17:19:00-04:00,5820.5,5822.5,5815.75,5822.25,2165,2025-03-04,17,19,,c
2025-03-04 17:20:00-04:00,5822.25,5824.25,5818.0,5823.75,2871,2025-03-04,17,20,,c
2025-03-04 17:21:00-04:00,5823.75,5829.25,5823.5,5825.25,3687,2025-03-04,17,21,,c
2025-03-04 17:22:00-04:00,5825.25,5830.0,5824.75,5827.75,2742,2025-03-04,17,22,,c
2025-03-04 17:23:00-04:00,5827.75,5835.0,5826.5,5834.5,4358,2025-03-04,17,23,,c
2025-03-04 17:24:00-04:00,5834.5,5839.5,5833.0,5836.25,3441,2025-03-04,17,24,,c
2025-03-04 17:25:00-04:00,5836.5,5840.0,5835.5,5836.75,2839,2025-03-04,17,25,,c
2025-03-04 17:26:00-04:00,5836.75,5837.0,5832.5,5834.0,2984,2025-03-04,17,26,,c
2025-03-04 17:27:00-04:00,5834.0,5835.75,5832.5,5835.5,1313,2025-03-04,17,27,,c
2025-03-04 17:28:00-04:00,5835.25,5840.0,5835.0,5839.0,1988,2025-03-04,17,28,,c
2025-03-04 17:29:00-04:00,5839.0,5839.25,5830.25,5831.75,1942,2025-03-04,17,29,,c
2025-03-04 17:30:00-04:00,5831.75,5834.0,5823.25,5826.0,3039,2025-03-04,17,30,,c
2025-03-04 17:31:00-04:00,5826.0,5833.0,5826.0,5830.75,1897,2025-03-04,17,31,,c
2025-03-04 17:32:00-04:00,5830.75,5832.25,5825.75,5826.5,1387,2025-03-04,17,32,,c
2025-03-04 17:33:00-04:00,5826.5,5829.0,5824.0,5828.5,1347,2025-03-04,17,33,,c
2025-03-04 17:34:00-04:00,5828.25,5829.0,5823.25,5824.0,1540,2025-03-04,17,34,,c
2025-03-04 17:35:00-04:00,5824.0,5824.5,5820.25,5823.25,1690,2025-03-04,17,35,,c
2025-03-04 17:36:00-04:00,5823.25,5823.75,5821.25,5822.75,726,2025-03-04,17,36,,c
2025-03-04 17:37:00-04:00,5822.75,5828.0,5822.75,5826.5,1739,2025-03-04,17,37,,c
2025-03-04 17:38:00-04:00,5826.25,5827.75,5825.25,5826.0,702,2025-03-04,17,38,,c
2025-03-04 17:39:00-04:00,5825.75,5826.5,5816.75,5817.5,2186,2025-03-04,17,39,,c
2025-03-04 17:40:00-04:00,5817.5,5818.5,5812.75,5814.75,2030,2025-03-04,17,40,,c
2025-03-04 17:41:00-04:00,5814.75,5820.5,5813.5,5819.75,933,2025-03-04,17,41,,c
2025-03-04 17:42:00-04:00,5820.0,5821.75,5819.5,5821.0,644,2025-03-04,17,42,,c
2025-03-04 17:43:00-04:00,5821.0,5822.0,5819.75,5820.0,550,2025-03-04,17,43,,c
2025-03-04 17:44:00-04:00,5819.75,5821.0,5818.25,5819.5,703,2025-03-04,17,44,,c
2025-03-04 17:45:00-04:00,5819.75,5823.0,5818.25,5822.75,1152,2025-03-04,17,45,,c
2025-03-04 17:46:00-04:00,5822.5,5827.0,5822.0,5827.0,944,2025-03-04,17,46,,c
2025-03-04 17:47:00-04:00,5826.75,5827.5,5823.5,5825.0,738,2025-03-04,17,47,,c
2025-03-04 17:48:00-04:00,5825.25,5825.75,5823.75,5825.75,482,2025-03-04,17,48,,c
2025-03-04 17:49:00-04:00,5826.0,5827.25,5825.5,5826.75,605,2025-03-04,17,49,,c
2025-03-04 17:50:00-04:00,5826.25,5827.75,5826.0,5826.25,677,2025-03-04,17,50,,c
2025-03-04 17:51:00-04:00,5826.5,5826.75,5823.0,5825.0,722,2025-03-04,17,51,,c
2025-03-04 17:52:00-04:00,5825.0,5826.5,5823.75,5826.25,413,2025-03-04,17,52,,c
2025-03-04 17:53:00-04:00,5826.0,5826.0,5823.0,5823.25,527,2025-03-04,17,53,,c
2025-03-04 17:54:00-04:00,5823.25,5823.75,5820.75,5823.0,932,2025-03-04,17,54,,c
2025-03-04 17:55:00-04:00,5823.0,5827.5,5823.0,5825.25,710,2025-03-04,17,55,,c
2025-03-04 17:56:00-04:00,5825.0,5826.25,5822.5,5824.75,698,2025-03-04,17,56,,c
2025-03-04 17:57:00-04:00,5825.0,5826.0,5824.0,5825.5,465,2025-03-04,17,57,,c
2025-03-04 17:58:00-04:00,5825.25,5827.25,5825.0,5826.75,664,2025-03-04,17,58,,c
2025-03-04 17:59:00-04:00,5826.5,5827.75,5825.0,5825.0,930,2025-03-04,17,59,,c
2025-03-04 19:00:00-04:00,5832.0,5832.0,5824.75,5825.25,1414,2025-03-04,19,0,,c
2025-03-04 19:01:00-04:00,5825.5,5829.75,5824.5,5825.0,985,2025-03-04,19,1,,c
2025-03-04 19:02:00-04:00,5824.75,5829.0,5823.25,5828.75,426,2025-03-04,19,2,,c
2025-03-04 19:03:00-04:00,5828.75,5832.0,5828.0,5832.0,364,2025-03-04,19,3,,c
2025-03-04 19:04:00-04:00,5831.75,5834.75,5831.75,5834.25,407,2025-03-04,19,4,,c
2025-03-04 19:05:00-04:00,5834.0,5834.0,5830.75,5832.25,455,2025-03-04,19,5,,c
2025-03-04 19:06:00-04:00,5832.0,5832.25,5830.5,5830.75,150,2025-03-04,19,6,,c
2025-03-04 19:07:00-04:00,5830.5,5833.25,5830.25,5832.5,214,2025-03-04,19,7,,c
