time,open,high,low,close,Volume
2025-03-04T15:23:00-04:00,5844.75,5851,5844.25,5850.5,5223
2025-03-04T15:24:00-04:00,5850.5,5850.5,5845.25,5848.25,4317
2025-03-04T15:25:00-04:00,5848,5851,5848,5850.5,3347
2025-03-04T15:26:00-04:00,5850.25,5850.25,5838.25,5838.75,5592
2025-03-04T15:27:00-04:00,5839,5842.25,5837,5837.5,5335
2025-03-04T15:28:00-04:00,5837.25,5842.25,5835.5,5841.75,4876
2025-03-04T15:29:00-04:00,5841.75,5841.75,5834.75,5836,4679
2025-03-04T15:30:00-04:00,5836,5839,5833.5,5838,5112
2025-03-04T15:31:00-04:00,5838,5838.25,5830.5,5831.25,5579
2025-03-04T15:32:00-04:00,5831.25,5837.5,5830.5,5836.5,5771
2025-03-04T15:33:00-04:00,5836.5,5836.75,5830,5831.75,5363
2025-03-04T15:34:00-04:00,5831.5,5836,5830.75,5832.75,3933
2025-03-04T15:35:00-04:00,5832.75,5836,5832.25,5835.75,3355
2025-03-04T15:36:00-04:00,5835.75,5839.75,5833.5,5836.75,4471
2025-03-04T15:37:00-04:00,5837,5842.75,5837,5841.5,3444
2025-03-04T15:38:00-04:00,5841.5,5842,5838.75,5839.5,3095
2025-03-04T15:39:00-04:00,5839.5,5842,5839.25,5841.5,2678
2025-03-04T15:40:00-04:00,5841.5,5845.5,5839.5,5842.75,4284
2025-03-04T15:41:00-04:00,5843,5843.5,5837.25,5838.75,4119
2025-03-04T15:42:00-04:00,5838.75,5841,5837.5,5840.75,3156
2025-03-04T15:43:00-04:00,5840.75,5844,5838,5843.5,3464
2025-03-04T15:44:00-04:00,5843.5,5846,5842.75,5844,3266
2025-03-04T15:45:00-04:00,5844,5844.75,5842.25,5843.75,2986
2025-03-04T15:46:00-04:00,5843.75,5851.5,5843.5,5849.5,5305
2025-03-04T15:47:00-04:00,5849.5,5850.25,5841.5,5842,5090
2025-03-04T15:48:00-04:00,5842.25,5847,5842,5846.25,3397
2025-03-04T15:49:00-04:00,5846.5,5846.5,5840.75,5843,4371
2025-03-04T15:50:00-04:00,5843,5845.25,5842,5845.25,2634
2025-03-04T15:51:00-04:00,5845.25,5849.25,5844.25,5848.5,3202
2025-03-04T15:52:00-04:00,5848.5,5849.5,5847.25,5848.75,2270
2025-03-04T15:53:00-04:00,5849,5849.5,5845.25,5847.5,3443
2025-03-04T15:54:00-04:00,5847.75,5847.75,5843.5,5844.5,3473
2025-03-04T15:55:00-04:00,5844.5,5849.25,5843.75,5849,3109
2025-03-04T15:56:00-04:00,5848.75,5850.25,5847,5848.25,2487
2025-03-04T15:57:00-04:00,5848.5,5848.75,5846.25,5846.75,2160
2025-03-04T15:58:00-04:00,5846.75,5851.75,5845.5,5851.75,3363
2025-03-04T15:59:00-04:00,5851.75,5853.25,5850.25,5850.5,3497
2025-03-04T16:00:00-04:00,5850.25,5854.25,5849.5,5852.5,4686
2025-03-04T16:01:00-04:00,5852.75,5857.75,5851.75,5857.75,4003
2025-03-04T16:02:00-04:00,5857.75,5857.75,5853,5853.25,4686
2025-03-04T16:03:00-04:00,5853,5853.25,5846,5846.25,5447
2025-03-04T16:04:00-04:00,5846,5848,5843.5,5846.75,4536
2025-03-04T16:05:00-04:00,5846.75,5847.5,5844.25,5847.25,3252
2025-03-04T16:06:00-04:00,5847.25,5851,5843.5,5850.25,3309
2025-03-04T16:07:00-04:00,5850.25,5853,5848.5,5853,3035
2025-03-04T16:08:00-04:00,5852.75,5855,5851,5855,2911
2025-03-04T16:09:00-04:00,5854.75,5854.75,5851,5852.25,2669
2025-03-04T16:10:00-04:00,5852,5858,5850.5,5858,3074
2025-03-04T16:11:00-04:00,5857.75,5859.25,5852.5,5855.75,4907
2025-03-04T16:12:00-04:00,5855.75,5855.75,5852,5855.5,3054
2025-03-04T16:13:00-04:00,5855.25,5859.75,5854.75,5856.75,3324
2025-03-04T16:14:00-04:00,5856.75,5857.25,5853.75,5856.75,2950
2025-03-04T16:15:00-04:00,5856.5,5858.5,5854.5,5855.5,3571
2025-03-04T16:16:00-04:00,5855.75,5856.5,5851.25,5853.75,4063
2025-03-04T16:17:00-04:00,5853.75,5861.5,5853.75,5860.75,4278
2025-03-04T16:18:00-04:00,5861,5861.25,5858,5858.5,3362
2025-03-04T16:19:00-04:00,5858.5,5862.75,5857.75,5861.5,3500
2025-03-04T16:20:00-04:00,5861.75,5863.75,5860.75,5861.75,3848
2025-03-04T16:21:00-04:00,5861.5,5869,5861.5,5868,4819
2025-03-04T16:22:00-04:00,5867.75,5872.25,5867.25,5868.75,5913
2025-03-04T16:23:00-04:00,5869,5873.25,5867.75,5871.5,4748
2025-03-04T16:24:00-04:00,5871.25,5875.75,5871.25,5874.25,5469
2025-03-04T16:25:00-04:00,5874.25,5874.5,5869,5870,6328
2025-03-04T16:26:00-04:00,5869.75,5870.75,5866.75,5870,4718
2025-03-04T16:27:00-04:00,5870,5871,5868,5869,3736
2025-03-04T16:28:00-04:00,5868.75,5868.75,5863,5864,5746
2025-03-04T16:29:00-04:00,5863.75,5865.25,5859.75,5860.25,5961
2025-03-04T16:30:00-04:00,5860.25,5862,5849.5,5850.5,8171
2025-03-04T16:31:00-04:00,5850.5,5850.5,5840.25,5843,10928
2025-03-04T16:32:00-04:00,5843,5843,5834.5,5837.5,11373
2025-03-04T16:33:00-04:00,5837.5,5838.5,5827,5828.75,12033
2025-03-04T16:34:00-04:00,5828.75,5832.5,5825,5832.5,10862
2025-03-04T16:35:00-04:00,5832.5,5836.75,5826,5836,10644
2025-03-04T16:36:00-04:00,5836.25,5836.5,5830,5830.25,8352
2025-03-04T16:37:00-04:00,5830.25,5831,5826.25,5827.75,6491
2025-03-04T16:38:00-04:00,5828,5830.25,5822.75,5824.5,7652
2025-03-04T16:39:00-04:00,5824.75,5827.5,5821.25,5822,7660
2025-03-04T16:40:00-04:00,5822,5824.25,5813.5,5814.25,10594
2025-03-04T16:41:00-04:00,5814.5,5819.25,5811.75,5813,8603
2025-03-04T16:42:00-04:00,5813.25,5818.25,5810.25,5816.75,9094
2025-03-04T16:43:00-04:00,5816.75,5825.75,5816.5,5821.75,9770
2025-03-04T16:44:00-04:00,5821.75,5825.75,5818.25,5821.75,7614
2025-03-04T16:45:00-04:00,5821.75,5828.25,5819,5819.5,9676
2025-03-04T16:46:00-04:00,5819.5,5821,5814.5,5816.5,6917
2025-03-04T16:47:00-04:00,5816.5,5816.5,5811.5,5811.75,6428
2025-03-04T16:48:00-04:00,5811.75,5812.5,5806.5,5810.75,10070
2025-03-04T16:49:00-04:00,5810.75,5811.75,5803,5805.25,8345
2025-03-04T16:50:00-04:00,5805,5805,5781.75,5785,19790
2025-03-04T16:51:00-04:00,5785,5788.25,5777.25,5777.5,14999
2025-03-04T16:52:00-04:00,5777.5,5779.75,5768.25,5770,18439
2025-03-04T16:53:00-04:00,5770.25,5782.5,5770.25,5781.75,19405
2025-03-04T16:54:00-04:00,5781.75,5789.75,5780.25,5788.5,16253
2025-03-04T16:55:00-04:00,5788.5,5794,5788.5,5791.5,14141
2025-03-04T16:56:00-04:00,5791.75,5792.75,5786.25,5789.75,9509
2025-03-04T16:57:00-04:00,5789.75,5793.5,5788.5,5792.5,9650
2025-03-04T16:58:00-04:00,5792.5,5793,5784.75,5787.5,13902
2025-03-04T16:59:00-04:00,5787.5,5792,5783.75,5790.75,64839
2025-03-04T17:00:00-04:00,5791,5811.25,5790.5,5797,37509
2025-03-04T17:01:00-04:00,5796.75,5798,5793.5,5795.75,5604
2025-03-04T17:02:00-04:00,5795.5,5795.75,5790.75,5793.25,4030
2025-03-04T17:03:00-04:00,5793.25,5797.25,5792.75,5796.25,2742
2025-03-04T17:04:00-04:00,5796,5800.5,5795.75,5800,2744
2025-03-04T17:05:00-04:00,5799.75,5800.5,5797.25,5799,2530
2025-03-04T17:06:00-04:00,5798.75,5802.75,5798.75,5801.5,2630
2025-03-04T17:07:00-04:00,5801.5,5804.25,5801.25,5803.75,1950
2025-03-04T17:08:00-04:00,5803.5,5806.25,5803.25,5804.25,2429
2025-03-04T17:09:00-04:00,5804.5,5809,5801.25,5805.5,5800
2025-03-04T17:10:00-04:00,5805.75,5806.25,5801.5,5803.25,3932
2025-03-04T17:11:00-04:00,5803,5812.25,5802.75,5811,5771
2025-03-04T17:12:00-04:00,5810.75,5816.25,5809.25,5812,5908
2025-03-04T17:13:00-04:00,5812.25,5819,5811.5,5816,4700
2025-03-04T17:14:00-04:00,5816,5817.75,5810.75,5810.75,3099
2025-03-04T17:15:00-04:00,5810.75,5810.75,5806.25,5809,2323
2025-03-04T17:16:00-04:00,5808.75,5812,5808.5,5811.5,1462
2025-03-04T17:17:00-04:00,5811.5,5813.25,5810,5812.25,1580
2025-03-04T17:18:00-04:00,5812.25,5823.25,5809.25,5820.75,4400
2025-03-04T17:19:00-04:00,5820.5,5822.5,5815.75,5822.25,2165
2025-03-04T17:20:00-04:00,5822.25,5824.25,5818,5823.75,2871
2025-03-04T17:21:00-04:00,5823.75,5829.25,5823.5,5825.25,3687
2025-03-04T17:22:00-04:00,5825.25,5830,5824.75,5827.75,2742
2025-03-04T17:23:00-04:00,5827.75,5835,5826.5,5834.5,4358
2025-03-04T17:24:00-04:00,5834.5,5839.5,5833,5836.25,3441
2025-03-04T17:25:00-04:00,5836.5,5840,5835.5,5836.75,2839
2025-03-04T17:26:00-04:00,5836.75,5837,5832.5,5834,2984
2025-03-04T17:27:00-04:00,5834,5835.75,5832.5,5835.5,1313
2025-03-04T17:28:00-04:00,5835.25,5840,5835,5839,1988
2025-03-04T17:29:00-04:00,5839,5839.25,5830.25,5831.75,1942
2025-03-04T17:30:00-04:00,5831.75,5834,5823.25,5826,3039
2025-03-04T17:31:00-04:00,5826,5833,5826,5830.75,1897
2025-03-04T17:32:00-04:00,5830.75,5832.25,5825.75,5826.5,1387
2025-03-04T17:33:00-04:00,5826.5,5829,5824,5828.5,1347
2025-03-04T17:34:00-04:00,5828.25,5829,5823.25,5824,1540
2025-03-04T17:35:00-04:00,5824,5824.5,5820.25,5823.25,1690
2025-03-04T17:36:00-04:00,5823.25,5823.75,5821.25,5822.75,726
2025-03-04T17:37:00-04:00,5822.75,5828,5822.75,5826.5,1739
2025-03-04T17:38:00-04:00,5826.25,5827.75,5825.25,5826,702
2025-03-04T17:39:00-04:00,5825.75,5826.5,5816.75,5817.5,2186
2025-03-04T17:40:00-04:00,5817.5,5818.5,5812.75,5814.75,2030
2025-03-04T17:41:00-04:00,5814.75,5820.5,5813.5,5819.75,933
2025-03-04T17:42:00-04:00,5820,5821.75,5819.5,5821,644
2025-03-04T17:43:00-04:00,5821,5822,5819.75,5820,550
2025-03-04T17:44:00-04:00,5819.75,5821,5818.25,5819.5,703
2025-03-04T17:45:00-04:00,5819.75,5823,5818.25,5822.75,1152
2025-03-04T17:46:00-04:00,5822.5,5827,5822,5827,944
2025-03-04T17:47:00-04:00,5826.75,5827.5,5823.5,5825,738
2025-03-04T17:48:00-04:00,5825.25,5825.75,5823.75,5825.75,482
2025-03-04T17:49:00-04:00,5826,5827.25,5825.5,5826.75,605
2025-03-04T17:50:00-04:00,5826.25,5827.75,5826,5826.25,677
2025-03-04T17:51:00-04:00,5826.5,5826.75,5823,5825,722
2025-03-04T17:52:00-04:00,5825,5826.5,5823.75,5826.25,413
2025-03-04T17:53:00-04:00,5826,5826,5823,5823.25,527
2025-03-04T17:54:00-04:00,5823.25,5823.75,5820.75,5823,932
2025-03-04T17:55:00-04:00,5823,5827.5,5823,5825.25,710
2025-03-04T17:56:00-04:00,5825,5826.25,5822.5,5824.75,698
2025-03-04T17:57:00-04:00,5825,5826,5824,5825.5,465
2025-03-04T17:58:00-04:00,5825.25,5827.25,5825,5826.75,664
2025-03-04T17:59:00-04:00,5826.5,5827.75,5825,5825,930
2025-03-04T19:00:00-04:00,5832,5832,5824.75,5825.25,1414
2025-03-04T19:01:00-04:00,5825.5,5829.75,5824.5,5825,985
2025-03-04T19:02:00-04:00,5824.75,5829,5823.25,5828.75,426
2025-03-04T19:03:00-04:00,5828.75,5832,5828,5832,364
2025-03-04T19:04:00-04:00,5831.75,5834.75,5831.75,5834.25,407
2025-03-04T19:05:00-04:00,5834,5834,5830.75,5832.25,455
2025-03-04T19:06:00-04:00,5832,5832.25,5830.5,5830.75,150
2025-03-04T19:07:00-04:00,5830.5,5833.25,5830.25,5832.5,214
2025-03-04T19:08:00-04:00,5832.25,5833,5830.5,5832.75,247
2025-03-04T19:09:00-04:00,5833,5834.5,5832.5,5833.25,169
2025-03-04T19:10:00-04:00,5833.5,5835.25,5833.25,5834.5,383
2025-03-04T19:11:00-04:00,5834.25,5834.25,5832.75,5833.75,120
2025-03-04T19:12:00-04:00,5834,5834.5,5833.25,5833.25,185
2025-03-04T19:13:00-04:00,5833.5,5834.5,5833,5833.5,191
2025-03-04T19:14:00-04:00,5833.5,5834,5832.25,5833,262
2025-03-04T19:15:00-04:00,5833.25,5833.25,5831.25,5832.5,440
2025-03-04T19:16:00-04:00,5832.5,5833.75,5830.75,5830.75,161
2025-03-04T19:17:00-04:00,5830.75,5832,5830.75,5831.5,79
2025-03-04T19:18:00-04:00,5831.5,5831.75,5830,5830,135
2025-03-04T19:19:00-04:00,5829.75,5831.25,5829.25,5830.75,149
2025-03-04T19:20:00-04:00,5830.5,5830.75,5829.5,5830,185
2025-03-04T19:21:00-04:00,5829.75,5830.75,5829.25,5830.75,144
2025-03-04T19:22:00-04:00,5830.5,5830.5,5828.75,5829.75,107
2025-03-04T19:23:00-04:00,5829.75,5829.75,5828.5,5828.5,119
2025-03-04T19:24:00-04:00,5828.25,5829.25,5828.25,5828.25,102
2025-03-04T19:25:00-04:00,5828.25,5830.25,5828.25,5830.25,170
2025-03-04T19:26:00-04:00,5830.25,5831.25,5829.75,5831,314
2025-03-04T19:27:00-04:00,5831,5831.75,5830.75,5831.5,110
2025-03-04T19:28:00-04:00,5831.25,5834.25,5831,5834.25,288
2025-03-04T19:29:00-04:00,5834.25,5836.25,5834,5836,351
2025-03-04T19:30:00-04:00,5835.75,5838,5835.25,5836.75,242
2025-03-04T19:31:00-04:00,5836.5,5836.5,5835,5835,177
2025-03-04T19:32:00-04:00,5835,5836.25,5835,5835.75,82
2025-03-04T19:33:00-04:00,5835.75,5836.25,5835.25,5836.25,151
2025-03-04T19:34:00-04:00,5836,5836,5834.75,5835,145
2025-03-04T19:35:00-04:00,5835.25,5836.25,5834.5,5836,197
2025-03-04T19:36:00-04:00,5836,5836.25,5835.5,5835.75,78
2025-03-04T19:37:00-04:00,5835.25,5836.25,5834.25,5835.5,255
2025-03-04T19:38:00-04:00,5835.5,5835.5,5833.75,5834.5,140
2025-03-04T19:39:00-04:00,5834.25,5835,5833.5,5834,264
2025-03-04T19:40:00-04:00,5834.25,5836.25,5834.25,5835,242
2025-03-04T19:41:00-04:00,5835.25,5835.75,5834.25,5835.25,203
2025-03-04T19:42:00-04:00,5835,5835.75,5834.25,5835.5,115
2025-03-04T19:43:00-04:00,5835.5,5836.5,5833.75,5833.75,230
2025-03-04T19:44:00-04:00,5833.5,5833.5,5831.5,5832.75,200
2025-03-04T19:45:00-04:00,5832.75,5833.5,5831.5,5833.5,164
2025-03-04T19:46:00-04:00,5833.5,5834,5833.25,5833.25,173
2025-03-04T19:47:00-04:00,5833,5833.25,5831,5831.25,213
2025-03-04T19:48:00-04:00,5831,5831.5,5829.5,5830.25,226
2025-03-04T19:49:00-04:00,5830.5,5831.75,5830.25,5831.5,75
2025-03-04T19:50:00-04:00,5831.75,5832.75,5831.25,5832.25,130
2025-03-04T19:51:00-04:00,5832.5,5833.25,5831.25,5831.5,71
2025-03-04T19:52:00-04:00,5831.25,5831.75,5830.5,5831.25,196
2025-03-04T19:53:00-04:00,5831.25,5831.5,5831,5831.25,71
2025-03-04T19:54:00-04:00,5831.25,5831.5,5830,5830.75,191
2025-03-04T19:55:00-04:00,5830.75,5831.25,5830.25,5831.25,114
2025-03-04T19:56:00-04:00,5831.5,5834.25,5829.75,5831.5,459
2025-03-04T19:57:00-04:00,5831.5,5833,5831,5832,232
2025-03-04T19:58:00-04:00,5832.25,5832.25,5831.25,5832,64
2025-03-04T19:59:00-04:00,5832,5834.75,5832,5834,222
2025-03-04T20:00:00-04:00,5834.25,5835,5831,5833.5,681
2025-03-04T20:01:00-04:00,5833.25,5834,5831.75,5833.75,295
2025-03-04T20:02:00-04:00,5833.5,5834.75,5832.5,5834.25,173
2025-03-04T20:03:00-04:00,5834.25,5835.5,5833,5834.75,259
2025-03-04T20:04:00-04:00,5834.5,5835.5,5833.25,5835.5,289
2025-03-04T20:05:00-04:00,5835.5,5835.75,5831.25,5831.75,336
2025-03-04T20:06:00-04:00,5832,5835,5832,5835,190
2025-03-04T20:07:00-04:00,5834.75,5836,5834.5,5835.5,237
2025-03-04T20:08:00-04:00,5835.25,5836.75,5834.5,5835.75,375
2025-03-04T20:09:00-04:00,5835.75,5836.75,5835,5835.25,237
2025-03-04T20:10:00-04:00,5835.5,5835.75,5835,5835.5,142
2025-03-04T20:11:00-04:00,5835.5,5835.75,5834,5834.75,208
2025-03-04T20:12:00-04:00,5834.75,5835.5,5833.5,5833.75,167
2025-03-04T20:13:00-04:00,5834,5834,5832,5833,206
2025-03-04T20:14:00-04:00,5833.25,5833.5,5831.5,5833,319
2025-03-04T20:15:00-04:00,5832.75,5833.75,5830.75,5830.75,563
2025-03-04T20:16:00-04:00,5830.75,5831,5829.5,5831,311
2025-03-04T20:17:00-04:00,5830.75,5831.25,5830,5830.5,278
2025-03-04T20:18:00-04:00,5830.5,5831.25,5828.5,5829.5,262
2025-03-04T20:19:00-04:00,5829.75,5830.5,5828.25,5829.5,468
2025-03-04T20:20:00-04:00,5829.5,5830,5828.75,5829.25,307
2025-03-04T20:21:00-04:00,5829.25,5829.25,5825,5825.25,569
2025-03-04T20:22:00-04:00,5825.5,5826.25,5824.25,5826,334
2025-03-04T20:23:00-04:00,5826,5827,5825.5,5826.25,243
2025-03-04T20:24:00-04:00,5826.25,5826.25,5825.25,5826,157
2025-03-04T20:25:00-04:00,5825.75,5826.75,5825.25,5825.75,189
2025-03-04T20:26:00-04:00,5825.5,5826.5,5824.75,5825.25,161
2025-03-04T20:27:00-04:00,5825,5825.75,5821.25,5825,1030
2025-03-04T20:28:00-04:00,5825,5825.75,5823.25,5824.5,497
2025-03-04T20:29:00-04:00,5824.75,5826.75,5824.5,5826.75,174
2025-03-04T20:30:00-04:00,5826.75,5828.25,5826.5,5827.75,248
2025-03-04T20:31:00-04:00,5827.5,5827.5,5825,5825.5,231
2025-03-04T20:32:00-04:00,5825.75,5826,5824.25,5824.25,276
2025-03-04T20:33:00-04:00,5824.5,5825,5823,5823.25,195
2025-03-04T20:34:00-04:00,5823.25,5823.5,5821,5822.25,266
2025-03-04T20:35:00-04:00,5822.25,5822.5,5820.25,5822,467
2025-03-04T20:36:00-04:00,5822.25,5822.5,5820.5,5821.25,273
2025-03-04T20:37:00-04:00,5821.25,5821.5,5819.5,5821.25,386
2025-03-04T20:38:00-04:00,5821.5,5821.5,5816.5,5816.5,476
2025-03-04T20:39:00-04:00,5816.75,5818.5,5816.75,5817.25,444
2025-03-04T20:40:00-04:00,5817,5818,5814.75,5817.75,645
2025-03-04T20:41:00-04:00,5817.75,5820.75,5817.75,5820.75,509
2025-03-04T20:42:00-04:00,5821,5823,5820.75,5822,315
2025-03-04T20:43:00-04:00,5821.75,5824.5,5821.25,5824,300
2025-03-04T20:44:00-04:00,5824,5825,5823.75,5824.5,279
2025-03-04T20:45:00-04:00,5824.75,5826.5,5824.75,5826.25,336
2025-03-04T20:46:00-04:00,5826.25,5828.25,5826,5827,356
2025-03-04T20:47:00-04:00,5827,5827.5,5826.25,5826.25,134
2025-03-04T20:48:00-04:00,5826.5,5827.5,5825.25,5825.5,271
2025-03-04T20:49:00-04:00,5825.5,5825.75,5822.75,5823,224
2025-03-04T20:50:00-04:00,5823,5824.5,5822.75,5822.75,137
2025-03-04T20:51:00-04:00,5822.5,5824,5822.5,5824,171
2025-03-04T20:52:00-04:00,5824.25,5825.25,5824,5825,142
2025-03-04T20:53:00-04:00,5825.25,5825.25,5823.75,5823.75,153
2025-03-04T20:54:00-04:00,5823.75,5826,5822.25,5825.25,259
2025-03-04T20:55:00-04:00,5825.25,5825.5,5824,5825.25,295
2025-03-04T20:56:00-04:00,5825,5826.75,5825,5826.75,184
2025-03-04T20:57:00-04:00,5826.5,5827.5,5825.5,5826.5,270
2025-03-04T20:58:00-04:00,5826.75,5827.75,5826.5,5827.5,109
2025-03-04T20:59:00-04:00,5827.25,5827.25,5825.75,5826.5,226
